,SampleID,SampleID,SampleIDnoRep,SeqID,StationCode,SampleDate,Replicate,SampleType,D_ValveCount,S_EntityCount,S_Biovolume,D_NumberTaxa,S_NumberTaxa,H_NumberTaxa,UnrecognizedTaxa,D_ASCI,S_ASCI,H_ASCI,D_cnt.spp.most.tol_pct_att,D_cnt.spp.most.tol_pred,D_cnt.spp.most.tol_raw,D_cnt.spp.most.tol_scr,D_EpiRho.richness_pct_att,D_EpiRho.richness_pred,D_EpiRho.richness_raw,D_EpiRho.richness_scr,D_prop.spp.IndicatorClass_TN_low_pct_att,D_prop.spp.IndicatorClass_TN_low_pred,D_prop.spp.IndicatorClass_TN_low_raw,D_prop.spp.IndicatorClass_TN_low_scr,D_prop.spp.Planktonic_pct_att,D_prop.spp.Planktonic_pred,D_prop.spp.Planktonic_raw,D_prop.spp.Planktonic_scr,D_prop.spp.Trophic.E_pct_att,D_prop.spp.Trophic.E_pred,D_prop.spp.Trophic.E_raw,D_prop.spp.Trophic.E_scr,D_Salinity.BF.richness_pct_att,D_Salinity.BF.richness_pred,D_Salinity.BF.richness_raw,D_Salinity.BF.richness_scr,S_prop.spp.IndicatorClass_DOC_high_pct_att,S_prop.spp.IndicatorClass_DOC_high_raw,S_prop.spp.IndicatorClass_DOC_high_scr,S_prop.spp.IndicatorClass_NonRef_pct_att,S_prop.spp.IndicatorClass_NonRef_raw,S_prop.spp.IndicatorClass_NonRef_scr,S_prop.spp.IndicatorClass_TP_high_pct_att,S_prop.spp.IndicatorClass_TP_high_raw,S_prop.spp.IndicatorClass_TP_high_scr,S_prop.spp.ZHR_pct_att,S_prop.spp.ZHR_raw,S_prop.spp.ZHR_scr,H_cnt.spp.IndicatorClass_TP_high_pct_att,H_cnt.spp.IndicatorClass_TP_high_pred,H_cnt.spp.IndicatorClass_TP_high_raw,H_cnt.spp.IndicatorClass_TP_high_scr,H_cnt.spp.most.tol_pct_att,H_cnt.spp.most.tol_pred,H_cnt.spp.most.tol_raw,H_cnt.spp.most.tol_scr,H_EpiRho.richness_pct_att,H_EpiRho.richness_pred,H_EpiRho.richness_raw,H_EpiRho.richness_scr,H_OxyRed.DO_30.richness_pct_att,H_OxyRed.DO_30.richness_pred,H_OxyRed.DO_30.richness_raw,H_OxyRed.DO_30.richness_scr,H_prop.spp.Planktonic_pct_att,H_prop.spp.Planktonic_pred,H_prop.spp.Planktonic_raw,H_prop.spp.Planktonic_scr,H_prop.spp.Trophic.E_pct_att,H_prop.spp.Trophic.E_pred,H_prop.spp.Trophic.E_raw,H_prop.spp.Trophic.E_scr,H_prop.spp.ZHR_pct_att,H_prop.spp.ZHR_raw,H_prop.spp.ZHR_scr,H_Salinity.BF.richness_pct_att,H_Salinity.BF.richness_pred,H_Salinity.BF.richness_raw,H_Salinity.BF.richness_scr,Comments,version_number
118,412M08645_7/15/19_1,412M08645_07/15/19_1,412M08645_7/15/19,#N/A,412M08645,7/15/19,1,"Integrated, Microalgae",293,0,45364,39,4,43,Navicula aitchelbee,0.974283158,0.466258191,1.084457895,0.205128205,5.580870758,6,0.670183633,0.974358974,0.678566667,0,0.601365674,0.358974359,0.278493248,0.142857143,0.437606577,0.923076923,0.015978051,0.027777778,0.690935696,0.538461538,0.601637946,0.476190476,1,0.538461538,3.94755684,1,1,0.75,0.666666667,0.358239509,0.75,0.666666667,0.348484848,0.75,0.666666667,0.117340287,1,0.25,0.5,0.395348837,13.78476667,14,0.782473149,0.186046512,6.246505375,6,0.765718765,0.976744186,0.6594,0,0.605007049,0.488372093,2.449233333,0,1,0.837209302,0.015458257,0.027777778,0.68551105,0.488372093,0.614987716,0.476190476,1,0.093023256,0.25,0.5,0.488372093,3.38972362,1,1,,2.5.5
119,412M08647_7/16/19_1,412M08647_07/16/19_1,412M08647_7/16/19,#N/A,412M08647,7/16/19,1,"Epiphyte, Integrated, Macroalgae, Microalgae",598,300,37527238071,32,6,38,"Navicula aitchelbee, Trichormus rotundosporus",0.602732221,0.663196188,0.741283126,0.3125,5.531279254,5,0.757684946,0.96875,2.550466667,1,0.410175745,0.5,0.398980834,0.1875,0.276010117,0.9375,0.009642569,0.033333333,0.568948454,0.53125,0.530883978,0.823529412,0,0.5625,3.171330605,4,0.709261016,0.833333333,0.6,0.42988741,0.833333333,0.4,0.627272727,0.833333333,0.4,0.492829205,1,0.166666667,0.333333333,0.473684211,15.4526,12,0.988059335,0.263157895,4.913318136,5,0.739393306,0.973684211,2.579333333,1,0.396281697,0.421052632,1.497366667,3,0.596173579,0.789473684,0.01035909,0.033333333,0.57622993,0.447368421,0.534164555,0.823529412,0.008023191,0.157894737,0.166666667,0.333333333,0.473684211,3.296406573,4,0.69534215,,2.5.5
120,412PS0020_6/2/16_1,412PS0020_06/02/16_1,412PS0020_6/2/16,#N/A,412PS0020,6/2/16,1,"Microalgae, Epiphyte, Integrated, Macroalgae",600,94,0,14,24,38,NA,0.566504597,0.714534718,0.641333357,0.571428571,5.398105961,6,0.653357016,1,1.997333333,0,0.312186978,0.571428571,0.251845288,0,0.190008717,1,0.041684572,0.071428571,0.506849793,0.857142857,0.526554054,0.833333333,0,0.857142857,3.945981643,3,0.896065314,0.913043478,0.523809524,0.511770727,0.913043478,0.238095238,0.796536797,0.913043478,0.238095238,0.720804619,1,0,0,0.783783784,12.2211,13,0.750878998,0.297297297,6.108946274,9,0.517817062,0.945945946,2.137,0,0.26975169,0.297297297,1.450428571,1,0.913019653,0.378378378,0.039710123,0.071428571,0.486544207,0.324324324,0.533965168,0.833333333,0,0.621621622,0,0,0.324324324,3.43690047,3,0.810613568,,2.5.5
121,412S04204_5/11/16_1,412S04204_05/11/16_1,412S04204_5/11/16,#N/A,412S04204,5/11/16,1,"Microalgae, Integrated",605,0,0,30,16,46,NA,0.902690588,0.91395997,0.883609783,0.366666667,4.475949289,6,0.568456765,1,0.674633333,0,0.602228174,0.633333333,0.215504374,0.157894737,0.6038515,0.933333333,0.003200433,0,0.844818666,0.733333333,0.58024218,0.590909091,0.719789223,0.766666667,3.440727193,4,0.737618389,0.875,0.214285714,0.844421699,0.875,0.142857143,0.896103896,0.875,0.142857143,0.854907804,1,0,0,0.652173913,12.24886667,15,0.640333101,0.260869565,4.949733529,6,0.663259516,0.97826087,0.743233333,0,0.585985951,0.47826087,2.6635,1,1,0.608695652,0.002059594,0,0.832991726,0.47826087,0.574613449,0.590909091,0.704977436,0.347826087,0,0,0.5,3.710499484,4,0.737195138,,2.5.5
122,412S04204_7/30/19_1,412S04204_07/30/19_1,412S04204_7/30/19,#N/A,412S04204,7/30/19,1,"Integrated, Microalgae",602,0,66243,29,7,36,NA,0.919525222,0.545815667,0.970710516,0.24137931,4.475949289,2,0.936724992,1,0.674633333,0,0.602228174,0.379310345,0.215504374,0.090909091,0.461130398,0.827586207,0.003200433,0,0.844818666,0.413793103,0.58024218,0.75,0.307889651,0.448275862,3.440727193,1,1,0.714285714,0.6,0.42988741,0.714285714,0.4,0.627272727,0.714285714,0.4,0.492829205,1,0,0,0.361111111,12.24886667,9,0.976639853,0.194444444,4.949733529,2,0.979303542,0.972222222,0.743233333,0,0.585985951,0.361111111,2.6635,1,1,0.666666667,0.002059594,0,0.832991726,0.333333333,0.574613449,0.75,0.29892989,0.194444444,0,0,0.361111111,3.710499484,1,1,,2.5.5
123,412S04204_7/30/19_2,412S04204_07/30/19_1,412S04204_7/30/19,#N/A,412S04204,7/30/19,2,"Integrated, Microalgae",602,0,25031,29,4,33,NA,1.005842013,0.497261704,0.972884623,0.448275862,4.475949289,5,0.660523822,0.965517241,0.674633333,0,0.602228174,0.517241379,0.215504374,0.2,0.693561906,0.75862069,0.003200433,0,0.844818666,0.551724138,0.58024218,0.5625,0.793342718,0.551724138,3.440727193,2,0.948143494,1,0.5,0.537359263,1,0.5,0.522727273,1,0.5,0.35202086,1,0,0,0.515151515,12.24886667,12,0.808486477,0.393939394,4.949733529,5,0.742270523,0.96969697,0.743233333,0,0.585985951,0.424242424,2.6635,1,1,0.666666667,0.002059594,0,0.832991726,0.484848485,0.574613449,0.5625,0.777485926,0.121212121,0,0,0.484848485,3.710499484,2,0.939338119,,2.5.5
124,412WE0552_8/2/18_1,412WE0552_08/02/18_1,412WE0552_8/2/18,#N/A,412WE0552,8/2/18,1,"Integrated, Microalgae",611,0,135814,50,16,66,NA,0.753712206,0.820353083,0.639376148,0.36,4.69941412,9,0.312829344,1,2.607733333,2,0.616897982,0.66,0.369516272,0.242424242,0.455810775,0.96,0.009806074,0.020833333,0.698860247,0.72,0.542296135,0.555555556,0.713077,0.74,3.194772376,5,0.606466005,0.75,0.333333333,0.716479017,0.75,0.25,0.784090909,0.75,0.25,0.704041721,1,0.0625,0.125,0.621212121,14.3579,24,0.254086664,0.287878788,5.921582312,10,0.42400224,1,2.5509,2,0.629624812,0.5,0.625455556,4,0.292492634,0.727272727,0.009547702,0.020833333,0.696115226,0.545454545,0.543633138,0.555555556,0.716139212,0.242424242,0.0625,0.125,0.560606061,3.350365918,5,0.59972441,,2.5.5
125,507BTC269_8/8/17_1,507BTC269_08/08/17_1,507BTC269_8/8/17,#N/A,507BTC269,8/8/17,1,"Integrated, Macroalgae, Microalgae",600,0,0,55,19,74,Ulnaria ramesii,0.717364373,1.146171331,0.667728597,0.272727273,1.825921192,5,0.416543535,1,0.695633333,1,0.816902953,0.636363636,0.487161647,0.371428571,0.480012413,0.945454545,0.027917255,0.057692308,0.506531226,0.763636364,0.304838993,0.428571429,0.427053193,0.763636364,1.06440009,3,0.592742685,0.666666667,0.166666667,0.895598772,0.666666667,0.166666667,0.871212121,0.666666667,0.166666667,0.821382008,1,0.333333333,0.666666667,0.616438356,14.0617,22,0.349586572,0.205479452,2.29809892,5,0.532762203,1,0.711433333,1,0.820092935,0.534246575,1.537933333,7,0,0.712328767,0.02883332,0.057692308,0.515872519,0.575342466,0.306957442,0.428571429,0.436173545,0.246575342,0.333333333,0.666666667,0.575342466,1.17254933,3,0.581752223,,2.5.5
126,507PS0181_6/13/17_1,507PS0181_06/13/17_1,507PS0181_6/13/17,#N/A,507PS0181,6/13/17,1,"Integrated, Microalgae",512,0,0,16,14,30,Achnanthidium lineare,0.708511566,0.842385525,0.771656889,0.375,1.649065652,2,0.676462136,1,2.068733333,0,0.296530411,0.5,0.430209041,0.25,0.342638494,1,0.002524002,0,0.837879332,0.5625,0.511888544,0.666666667,0.346673332,0.625,1.079749354,2,0.69962094,0.642857143,0.222222222,0.835892187,0.642857143,0.222222222,0.813131313,0.642857143,0.222222222,0.74315515,1,0,0,0.6,6.915566667,9,0.677702386,0.2,2.128676866,2,0.756409016,0.933333333,2.0448,0,0.290671116,0.3,0.5115,0,0.922927297,0.533333333,0.00241225,0,0.83660877,0.3,0.513719804,0.666666667,0.356202681,0.466666667,0,0,0.333333333,1.044201456,2,0.669851402,,2.5.5
127,509CTC033_7/10/17_1,509CTC033_07/10/17_1,509CTC033_7/10/17,#N/A,509CTC033,7/10/17,1,"Integrated, Microalgae, Macroalgae",602,0,0,44,16,60,NA,0.867971626,1.043463375,0.785586099,0.295454545,1.826060795,6,0.324489331,1,0.569033333,1,0.844663757,0.568181818,0.442045137,0.4,0.637013569,0.909090909,0.024223313,0.05,0.547549477,0.704545455,0.3954682,0.35483871,0.852599864,0.704545455,1.213004676,2,0.713647735,0.75,0.166666667,0.895598772,0.75,0.166666667,0.871212121,0.75,0.166666667,0.821382008,1,0.1875,0.375,0.566666667,8.705133333,15,0.441702859,0.233333333,2.312413545,6,0.45488221,0.983333333,0.498133333,1,0.868488961,0.5,0.2546,3,0.394559008,0.666666667,0.022319634,0.05,0.527961164,0.516666667,0.398632698,0.35483871,0.858344131,0.266666667,0.1875,0.375,0.516666667,1.054094021,2,0.670851259,,2.5.5
128,509FCA054_9/10/19_1,509FCA054_09/10/19_1,509FCA054_9/10/19,#N/A,509FCA054,9/10/19,1,"Integrated, Macroalgae, Microalgae, Epiphyte",585,182,0,39,29,68,Caloneis lancettula,1.156114778,1.201694072,1.149788896,0.315789474,4.52082308,2,0.94085639,1,3.121333333,3,0.723555605,0.605263158,0.399570148,0.52173913,0.986891811,0.868421053,0.005920885,0,0.872727119,0.605263158,0.499035141,0.47826087,0.801193056,0.631578947,2.945949243,2,0.896061904,0.714285714,0.15,0.913510747,0.714285714,0.1,0.940909091,0.714285714,0.1,0.915254237,1,0.321428571,0.642857143,0.636363636,14.3912,13,0.872515546,0.181818182,4.267119101,2,0.925369489,0.984848485,3.1385,3,0.723195,0.318181818,1.011,0,1,0.5,0.006634252,0,0.879912112,0.348484848,0.493799957,0.47826087,0.786229179,0.424242424,0.321428571,0.642857143,0.363636364,3.227241106,2,0.890494475,,2.5.5
129,509R5NP3F_5/21/19_1,509R5NP3F_05/21/19_1,509R5NP3F_5/21/19,#N/A,509R5NP3F,5/21/19,1,"Integrated, Macroalgae, Microalgae",600,0,0,37,7,44,NA,1.069539606,0.698485453,1.012752767,0.324324324,3.121128844,4,0.627856548,1,0.530433333,0,0.633848299,0.513513514,0.251034024,0.210526316,0.640289248,0.891891892,0.011337805,0,0.928297977,0.540540541,0.643281752,0.5,1,0.567567568,3.147374655,1,1,0.571428571,0.5,0.537359263,0.571428571,0.5,0.522727273,0.571428571,0.5,0.35202086,1,0.285714286,0.571428571,0.477272727,7.779628571,15,0.389827276,0.272727273,4.994816744,4,0.824843599,1,0.5323,0,0.633845,0.454545455,0.3852,2,0.577976732,0.75,0.011766323,0,0.932549665,0.454545455,0.639354301,0.5,1,0.159090909,0.285714286,0.571428571,0.477272727,3.203032367,1,0.989119152,,2.5.5
130,512ZZMAEC_6/17/19_1,512ZZMAEC_06/17/19_1,512ZZMAEC_6/17/19,#N/A,512ZZMAEC,6/17/19,1,"Epiphyte, Integrated, Macroalgae, Microalgae",391,199,0,35,19,54,Leptolyngbya subtilis,1.066279153,1.104756472,1.038502941,0.314285714,4.451460858,6,0.566202187,0.971428571,1.6174,4,1,0.6,0.318203718,0.380952381,0.860289562,0.914285714,0.012075881,0,0.93586972,0.685714286,0.571228882,0.541666667,0.823945772,0.714285714,3.411315263,5,0.629259862,0.555555556,0.2,0.859774821,0.555555556,0.2,0.836363636,0.555555556,0.2,0.774445893,1,0.333333333,0.666666667,0.566037736,13.61731905,15,0.717036397,0.226415094,4.949733529,6,0.663259516,0.981132075,1.556133333,4,1,0.41509434,1.6976,3,0.628657519,0.603773585,0.013649435,0,0.951863971,0.452830189,0.571770258,0.541666667,0.823402146,0.339622642,0.333333333,0.666666667,0.471698113,3.543203805,5,0.619214823,,2.5.5
131,513PS0984_6/26/19_1,513PS0984_06/26/19_1,513PS0984_6/26/19,#N/A,513PS0984,6/26/19,1,"Integrated, Microalgae, Macroalgae, Epiphyte",605,200,0,33,16,49,NA,0.694610816,0.800335185,0.710064057,0.363636364,4.494744261,5,0.66225422,1,3.642133333,0,0,0.666666667,0.380416109,0.227272727,0.400305187,0.878787879,0.011576772,0,0.930749485,0.696969697,0.450822402,0.608695652,0.338659789,0.696969697,3.081396845,3,0.805056912,0.5625,0.333333333,0.716479017,0.5625,0.222222222,0.813131313,0.5625,0.222222222,0.74315515,1,0,0,0.551020408,10.31063333,16,0.475641816,0.265306122,4.955127502,5,0.742696706,0.959183673,3.4212,0,0,0.408163265,2.016766667,2,0.842666495,0.591836735,0.013399638,0,0.949301902,0.469387755,0.454520961,0.608695652,0.353068896,0.326530612,0,0,0.469387755,3.203106914,3,0.786983705,,2.5.5
133,514ALCANC_6/30/16_2,514ALCANC_06/30/16_1,514ALCANC_6/30/16,#N/A,514ALCANC,6/30/16,2,"Integrated, Microalgae, Macroalgae",607,0,0,58,14,72,NA,0.759449631,0.896668667,0.659876722,0.293103448,1.916565339,8,0.148687704,1,0.727866667,0,0.590555187,0.603448276,0.405971089,0.314285714,0.531248978,0.931034483,0.049797308,0.055555556,0.752913753,0.706896552,0.362781197,0.341463415,0.802600251,0.74137931,1.169892056,3,0.603847039,0.714285714,0.3,0.752302968,0.714285714,0.3,0.731818182,0.714285714,0.3,0.633637549,1,0.214285714,0.428571429,0.555555556,8.38292381,22,0.031284775,0.263888889,2.262753013,9,0.213925461,0.986111111,0.699,0,0.596022133,0.541666667,0.731133333,3,0.471867215,0.75,0.047583494,0.055555556,0.730101147,0.569444444,0.368520038,0.341463415,0.815625375,0.194444444,0.214285714,0.428571429,0.597222222,1.052459151,3,0.569614529,,2.5.5
135,514PS0275_8/5/20_1,514PS0275_08/05/20_1,514PS0275_8/5/20,#N/A,514PS0275,8/5/20,1,"Integrated, Macroalgae, Microalgae, Epiphyte",603,134,0,39,29,68,NA,0.915962794,0.917622102,0.855139885,0.230769231,2.20345669,3,0.63543623,1,1.078866667,0,0.513588029,0.41025641,0.57181609,0.625,0.839910686,0.794871795,0.02285968,0.032258065,0.71557048,0.487179487,0.27694626,0.315789474,0.646838437,0.512820513,0.894268037,1,0.785359256,0.517241379,0.266666667,0.788126919,0.517241379,0.2,0.836363636,0.517241379,0.2,0.774445893,1,0.103448276,0.206896552,0.455882353,6.479866667,8,0.709332036,0.161764706,1.83885599,4,0.575487964,0.985294118,1.1519,0,0.493262825,0.25,1.221,1,0.875799357,0.455882353,0.024129044,0.032258065,0.728491289,0.279411765,0.276509495,0.315789474,0.646314539,0.426470588,0.103448276,0.206896552,0.294117647,0.963342408,1,0.762750349,,2.5.5
136,514PS0863_6/6/17_1,514PS0863_06/06/17_1,514PS0863_6/6/17,#N/A,514PS0863,6/6/17,1,"Integrated, Microalgae, Epiphyte, Macroalgae",595,67,0,45,30,75,Achnanthidium subhudsonis?�var?�kraeuselii,0.802524992,0.752314129,0.674563816,0.288888889,4.384599786,7,0.467979428,1,1.6954,0,0.378394814,0.622222222,0.290453274,0.178571429,0.488217929,0.955555556,0.013385311,0.023255814,0.710727132,0.688888889,0.589610857,0.548387097,0.854138478,0.711111111,3.320220786,4,0.724933577,0.75862069,0.409090909,0.635060947,0.75862069,0.272727273,0.760330579,0.75862069,0.272727273,0.672039825,1,0.034482759,0.068965517,0.635135135,15.7327,26,0.219043501,0.22972973,5.140507691,11,0.283277742,0.972972973,1.668333333,0,0.376088324,0.405405405,2.322533333,3,0.730040723,0.581081081,0.014860029,0.023255814,0.725755194,0.418918919,0.582381646,0.548387097,0.833333034,0.391891892,0.034482759,0.068965517,0.432432432,3.405365788,4,0.70635482,,2.5.5
137,514PS0863_6/6/17_2,514PS0863_06/06/17_1,514PS0863_6/6/17,#N/A,514PS0863,6/6/17,2,"Integrated, Microalgae",587,0,0,48,35,83,Achnanthidium subhudsonis?�var?�kraeuselii,0.815570773,0.812546375,0.676929081,0.270833333,4.384599786,7,0.467979428,1,1.6954,0,0.378394814,0.625,0.290453274,0.166666667,0.46285338,0.958333333,0.013385311,0.02173913,0.726286417,0.666666667,0.589610857,0.5625,0.817599,0.708333333,3.320220786,3,0.830196129,0.771428571,0.407407407,0.636870238,0.771428571,0.222222222,0.813131313,0.771428571,0.222222222,0.74315515,1,0.057142857,0.114285714,0.662650602,15.7327,28,0.10694125,0.21686747,5.140507691,11,0.283277742,0.963855422,1.668333333,0,0.376088324,0.373493976,2.322533333,3,0.730040723,0.554216867,0.014860029,0.02173913,0.741311195,0.385542169,0.582381646,0.5625,0.797312688,0.421686747,0.057142857,0.114285714,0.409638554,3.405365788,3,0.807426311,,2.5.5
138,517PS0836_6/7/17_1,517PS0836_06/07/17_1,517PS0836_6/7/17,#N/A,517PS0836,6/7/17,1,"Epiphyte, Integrated, Macroalgae, Microalgae",596,155,0,57,38,95,Tryblionella angustatula,0.647228548,0.843699969,0.511618473,0.298245614,4.435256027,9,0.288509086,1,2.0987,0,0.289959331,0.666666667,0.410331086,0.210526316,0.300887399,0.947368421,0.00923761,0.037037037,0.526798683,0.736842105,0.582548288,0.523809524,0.899486279,0.736842105,3.298601893,5,0.617395365,0.684210526,0.346153846,0.702700575,0.684210526,0.230769231,0.804195804,0.684210526,0.230769231,0.731120249,1,0.078947368,0.157894737,0.642105263,13.19974524,32,0,0.231578947,5.285019668,13,0.136673766,0.978947368,2.0261,0,0.294913993,0.421052632,2.222666667,5,0.389378449,0.568421053,0.008997051,0.037037037,0.524272685,0.442105263,0.575644074,0.523809524,0.878866049,0.4,0.078947368,0.157894737,0.442105263,3.436554211,5,0.60843559,,2.5.5
139,517PSC038_7/13/20_1,517PSC038_07/13/20_1,517PSC038_7/13/20,#N/A,517PSC038,7/13/20,1,"Macroalgae, Microalgae, Integrated, Epiphyte",600,177,0,27,31,58,NA,1.259155436,1.229001048,1.247319406,0.259259259,1.837150433,0,0.877912662,1,1.445733333,2,0.871700938,0.444444444,0.439728206,0.666666667,1,0.888888889,0.03228376,0,1,0.518518519,0.390944784,0.214285714,1,0.555555556,1.33513034,0,0.937028099,0.666666667,0.1,0.967246673,0.666666667,0.1,0.940909091,0.666666667,0.1,0.915254237,1,0.333333333,0.666666667,0.543859649,7.8347,6,0.89737422,0.157894737,2.353244448,0,0.93217434,0.98245614,1.2663,2,0.921090049,0.192982456,1.836766667,0,1,0.421052632,0.029412564,0,1,0.245614035,0.395738557,0.214285714,1,0.526315789,0.333333333,0.666666667,0.263157895,1.057498366,0,0.873338323,,2.5.5
140,517PSC038_7/25/17_1,517PSC038_07/25/17_1,517PSC038_7/25/17,#N/A,517PSC038,7/25/17,1,"Integrated, Macroalgae, Microalgae",600,0,0,31,12,43,Cosmarium impressulum var?�crenulatum,0.826187585,1.222136993,0.931296814,0.35483871,1.837150433,5,0.417577378,1,1.445733333,0,0.433141634,0.612903226,0.439728206,0.315789474,0.46252926,0.806451613,0.03228376,0.04,0.732827184,0.64516129,0.390944784,0.35,0.853416186,0.677419355,1.33513034,1,0.831765547,0.833333333,0.2,0.859774821,0.833333333,0.2,0.836363636,0.833333333,0.2,0.774445893,1,0.5,1,0.627906977,7.8347,14,0.448965217,0.255813953,2.353244448,5,0.537119307,1,1.2663,0,0.467306401,0.441860465,1.836766667,3,0.651234587,0.581395349,0.029412564,0.04,0.703276331,0.465116279,0.395738557,0.35,0.863307251,0.279069767,0.5,1,0.488372093,1.057498366,1,0.772266832,,2.5.5
141,517PSC038_7/25/17_2,517PSC038_07/25/17_1,517PSC038_7/25/17,#N/A,517PSC038,7/25/17,2,"Epiphyte, Integrated, Microalgae, Macroalgae",602,169,0,32,14,46,NA,0.772222848,1.244726916,0.937752219,0.375,1.837150433,5,0.417577378,1,1.445733333,0,0.433141634,0.65625,0.439728206,0.333333333,0.499908597,0.875,0.03228376,0.071428571,0.410409155,0.6875,0.390944784,0.272727273,1,0.71875,1.33513034,2,0.726502995,0.785714286,0.181818182,0.879315158,0.785714286,0.181818182,0.855371901,0.785714286,0.181818182,0.80004741,1,0.5,1,0.630434783,7.8347,14,0.448965217,0.260869565,2.353244448,5,0.537119307,1,1.2663,0,0.467306401,0.434782609,1.836766667,1,0.975695448,0.608695652,0.029412564,0.071428571,0.380926372,0.47826087,0.395738557,0.272727273,1,0.304347826,0.5,1,0.5,1.057498366,2,0.671195341,,2.5.5
142,518FCA075_8/7/19_1,518FCA075_08/07/19_1,518FCA075_8/7/19,#N/A,518FCA075,8/7/19,1,"Integrated, Macroalgae, Microalgae",586,0,0,35,11,46,"Cocconeis placentula var klinoraphis, Tolypothrix rivularis",1.142216501,1.024464689,1.145427297,0.285714286,2.07924714,1,0.808134736,1,1.065209524,1,0.735862414,0.685714286,0.332484918,0.375,0.817179446,0.885714286,0.033745955,0,1,0.685714286,0.56468797,0.333333333,1,0.742857143,1.008099088,1,0.797341403,0.545454545,0.333333333,0.716479017,0.545454545,0.333333333,0.696969697,0.545454545,0.333333333,0.586701434,1,0.454545455,0.909090909,0.565217391,9.1486,14,0.52261079,0.239130435,2.128676866,1,0.835420022,1,1.075933333,1,0.737390865,0.5,0.5038,0,0.921678122,0.673913043,0.035110819,0,1,0.52173913,0.564899658,0.333333333,1,0.239130435,0.454545455,0.909090909,0.565217391,1.024072951,1,0.768888475,,2.5.5
144,518MLC181_7/20/17_1,518MLC181_07/20/17_1,518MLC181_7/20/17,#N/A,518MLC181,7/20/17,1,"Integrated, Microalgae, Macroalgae, Epiphyte",616,182,0,62,13,75,NA,0.819201968,1.024575643,0.784837957,0.225806452,1.799763935,6,0.322068256,1,0.708766667,1,0.81402308,0.516129032,0.54219076,0.4375,0.503539415,0.919354839,0.02751701,0.070175439,0.374363825,0.709677419,0.31432531,0.25,0.91395031,0.725806452,0.765108688,1,0.771763613,0.615384615,0.25,0.806038895,0.615384615,0.25,0.784090909,0.615384615,0.25,0.704041721,1,0.307692308,0.615384615,0.493333333,3.5487,17,0.040576718,0.186666667,1.785123496,6,0.413220492,1,0.287466667,1,0.916287505,0.52,0.237771429,2,0.554059332,0.76,0.02911616,0.070175439,0.390739141,0.586666667,0.31494685,0.25,0.912332557,0.173333333,0.307692308,0.615384615,0.6,0.78590317,1,0.744816301,,2.5.5
145,518PS0222_8/5/19_1,518PS0222_08/05/19_1,518PS0222_8/5/19,#N/A,518PS0222,8/5/19,1,Integrated,587,0,0,84,0,84,"Ulnaria ramesii, Caloneis lancettula",0.881452865,NA,NA,0.178571429,2.183930464,8,0.173303224,1,0.347233333,5,1,0.583333333,0.39012642,0.367346939,0.678061402,0.916666667,0.021739454,0.012987013,0.901775359,0.702380952,0.448942306,0.406779661,0.85656933,0.75,0.959151633,5,0.371138859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warning - Only Diatom data present,2.5.5
146,518RCAJNC_7/12/17_1,518RCAJNC_07/12/17_1,518RCAJNC_7/12/17,#N/A,518RCAJNC,7/12/17,1,"Integrated, Microalgae, Epiphyte, Macroalgae",614,122,0,58,33,91,NA,1.021361078,1.1637716,1.100966371,0.160714286,2.141569369,2,0.721805504,1,0.325066667,0,0.678881031,0.464285714,0.494036449,0.423076923,0.575407931,0.875,0.030284382,0.020408163,0.913303925,0.535714286,0.420979874,0.266666667,1,0.553571429,1.304778987,2,0.723308134,0.59375,0.105263158,0.96159026,0.59375,0.105263158,0.935406699,0.59375,0.105263158,0.907843272,1,0.25,0.5,0.454545455,13.2332,14,0.751557217,0.102272727,2.385972162,2,0.776738176,0.988636364,0.269466667,0,0.693479734,0.329545455,1.703333333,0,1,0.556818182,0.039047923,0.020408163,1,0.340909091,0.419090031,0.266666667,1,0.363636364,0.25,0.5,0.352272727,1.475345225,2,0.713427746,,2.5.5
147,518RCAJNC_7/12/17_2,518RCAJNC_07/12/17_1,518RCAJNC_7/12/17,#N/A,518RCAJNC,7/12/17,2,"Epiphyte, Integrated, Microalgae, Macroalgae",606,130,0,56,29,85,Platessa?�oblongella,0.964698104,1.212810631,1.036177065,0.178571429,2.141569369,3,0.629738447,1,0.325066667,0,0.678881031,0.482142857,0.494036449,0.444444444,0.620934045,0.875,0.030284382,0.040816327,0.703941568,0.517857143,0.420979874,0.24137931,1,0.553571429,1.304778987,2,0.723308134,0.689655172,0.1,0.967246673,0.689655172,0.1,0.940909091,0.689655172,0.1,0.915254237,1,0.310344828,0.620689655,0.529411765,13.2332,17,0.583403841,0.117647059,2.385972162,3,0.69772717,0.976470588,0.269466667,0,0.693479734,0.317647059,1.703333333,1,0.954048501,0.576470588,0.039047923,0.040816327,0.793729529,0.341176471,0.419090031,0.24137931,1,0.341176471,0.310344828,0.620689655,0.364705882,1.475345225,2,0.713427746,,2.5.5
