SeqID,Plate,StationCode2,masterid,Date,StaDate,DateReplicate,MostRecent,rand,psa6c,RefStatus,calval,AFDM_Algae..Particulate,Chlorophyll.a..Particulate,Dissolved.Organic.Carbon..Dissolved,SpecificConductivity..Total,Latitude,Longitude,SiteDate,sampledate,old_RefStatus_jeff,ag_1k_01,ag_1k_06,ag_1k_11,ag_1k_16,ag_5k_01,ag_5k_06,ag_5k_11,ag_5k_16,ag_ws_01,ag_ws_06,ag_ws_11,ag_ws_16,agur_1k_01,agur_1k_06,agur_1k_11,agur_1k_16,agur_5k_01,agur_5k_06,agur_5k_11,agur_5k_16,agur_ws_01,agur_ws_06,agur_ws_11,agur_ws_16,area_sqkm,atmca,atmmg,atmso4,bdh_ave,cao_mean,cnl_pi_pct,code_21_1k_01,code_21_1k_06,code_21_1k_11,code_21_1k_16,code_21_5k_01,code_21_5k_06,code_21_5k_11,code_21_5k_16,code_21_ws_01,code_21_ws_06,code_21_ws_11,code_21_ws_16,condqr01,condqr10,condqr50,condqr90,condqr99,elev_range,evi_maxave,grvl_dens,grvl_mines,kfct_ave,lprem_mean,lst32ave,max_elev,maxwd_ws,meanp_ws,mgo_mean,mine_dens,mines,minp_ws,n_mean,nrst_dam,p_mean,paved_int_1k,paved_int_5k,paved_int_ws,ppt_00_09,prmh_ave,roaddens_1k,roaddens_5k,roaddens_ws,s_mean,site_elev,sumave_p,temp_00_09,tmax_ws,ucs_mean,urban_1k_01,urban_1k_06,urban_1k_11,urban_1k_16,urban_5k_01,urban_5k_06,urban_5k_11,urban_5k_16,urban_ws_01,urban_ws_06,urban_ws_11,urban_ws_16,xermtn,xwd_ws,W1_HALL_SWAMP,psa8,total_n_mgl,total_n_mgl_mdl,total_n_mgl_rl,total_p_mgl,total_p_mgl_mdl,total_p_mgl_rl
X747.LB.RA,3,LB-RA,NA,6/25/18,LB-RA_6/25/18,1,N,0.21511672,NA,NA,,NA,NA,NA,NA,NA,NA,NA_2018-06-25,6/25/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X748.LB.RA,3,LB-RA,NA,6/25/18,LB-RA_6/25/18,2,N,0.829192703,NA,NA,,NA,NA,NA,NA,NA,NA,NA_2018-06-25,6/25/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X754.LC.R5,3,LC-R5,NA,6/26/18,LC-R5_6/26/18,1,N,0.249195693,NA,NA,,NA,NA,NA,NA,NA,NA,NA_2018-06-26,6/26/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X756.LC.R4,3,LC-R4,NA,6/26/18,LC-R4_6/26/18,1,N,0.82201441,NA,NA,,NA,NA,NA,NA,NA,NA,NA_2018-06-26,6/26/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X763.POM.RD,3,POM_RD,405M12450,6/27/18,POM_RD_6/27/18,1,Y,0.217408902,SC,Stressed,,NA,NA,NA,NA,34.0321,-118.003,405M12450_2018-06-27,6/27/18,Stressed,0.067567568,0.067567568,0.067567568,0.067567568,0.399287223,0.399287223,0.38938754,0.38938754,1.273323457,0.795619102,0.699079545,0.675776894,44.12162162,45,45.27027027,45.54054054,69.44957761,70.27785111,70.61774023,70.76623548,63.85467468,64.95406049,65.92403336,66.35638077,216.2487933,0.052563796,0.031760062,0.382755921,1.550537629,7.985947541,1.700793428,16.28378378,15.54054054,15.40540541,15.13513514,12.29540655,11.48363252,11.15694298,11.00844773,14.90412623,14.49216864,14.05857288,13.7111137,199.77,336,716.6,1159,1171,1329,3045.720535,0,0,0.280586143,0.621714926,42.79850746,1408,5.84962406,452.2020408,3.192142268,0.036664724,1,0,0.442961212,29.4196049,0.124749253,0,31,422,34462,3.999826855,8.709367424,10.00752489,10.09654457,0.556857109,79,502.5671306,2539,324.019305,39.95319647,44.05405405,44.93243243,45.2027027,45.47297297,69.05029039,69.87856389,70.22835269,70.37684794,62.58135122,64.15844139,65.22495381,65.68060387,0,30.88120301,0,SC,NA,NA,NA,NA,NA,NA
X767.POM.RC,3,POM_RC,405M12185,6/27/18,POM_RC_6/27/18,1,Y,0.022066826,SC,Stressed,,NA,NA,NA,NA,34.0176,-117.843,405M12185_2018-06-27,6/27/18,Stressed,11.1757858,3.958090803,3.492433062,0,5.410795578,4.673748103,3.793626707,3.485800997,2.034538384,1.746926934,1.479323238,1.388037865,81.49010477,86.03026775,89.87194412,91.26891735,56.17168871,57.87990462,58.9247778,60.03034901,54.91753054,56.46938189,57.47352099,58.06500019,71.96896306,0.052420302,0.031775311,0.382671821,1.578020336,5.923130289,4.883634327,11.99068685,13.27124563,9.429569267,8.032596042,23.36874052,23.0782571,22.540646,21.68220247,17.01659393,16.14625667,15.71233853,15.21339519,176.84,292,471.75,918.5,1171,1239,3169.044975,0,0,0.265461681,0.673612339,47.94594595,1408,6.122727273,493.5555556,2.580177082,0,0,0,0.47114102,18.3221994,0.136518462,3,28,103,37867,4.708310294,11.70458298,9.237073568,9.813929608,0.361815942,169,502.986387,2563.699951,319.6818182,48.30800905,70.31431898,82.07217695,86.37951106,91.26891735,50.76089313,53.20615651,55.13115109,56.54454802,52.88299216,54.72245495,55.99419775,56.67696232,0,32.99090909,0,SC,NA,NA,NA,NA,NA,NA
X770.WN.RD1,3,WN_R-D-1,412M09686,8/21/18,WN_R-D-1_8/21/18,1,Y,0.573765204,SC,Stressed,,NA,NA,NA,NA,34.0407,-118.074,412M09686_2018-08-21,8/21/18,Stressed,6.512605042,6.512605042,6.512605042,6.512605042,2.093512607,2.089946146,2.004351082,1.993651699,1.109742553,1.095821594,1.079479598,1.07796645,38.7254902,38.79551821,39.14565826,39.14565826,89.60019972,90.1601341,90.49894789,90.53817897,55.26620808,55.64540291,55.85573044,55.93834831,297.3540193,0.052659318,0.031739533,0.382666299,1.602424176,2.317349111,14.11835296,33.82352941,37.88515406,37.53501401,37.53501401,6.886836192,7.015228788,6.719212525,6.683547915,10.82051949,10.58356056,10.40440387,10.33540433,51.4082,200,407.8,600,1159,1806,3267.88033,0,0,0.275361576,0.749552528,46.88549618,1866,5.657174151,580.1725146,1.228672786,0,0,0.181564246,0.568323362,14.3019825,0.137806629,2,52,288,35872.5,3.553877213,5.972059547,12.59094438,8.393049303,0.084274046,60,755.9504571,2515.300049,318.5949721,53.1895021,32.21288515,32.28291317,32.63305322,32.63305322,87.50668711,88.07018795,88.49459681,88.54452727,54.15646553,54.54958131,54.77625084,54.86038186,0,30.95618839,0,SC,NA,NA,NA,NA,NA,NA
X773.SJC.C1.Alt,3,SJC_C-1,405M11570,8/22/18,SJC_C-1_8/22/18,1,Y,0.459924451,SC,Stressed,,NA,NA,NA,NA,34.0334,-118.018,405M11570_2018-08-22,8/22/18,Stressed,0.4048583,0.4048583,0.4048583,0.4048583,0.107221109,0.107221109,0.107221109,0.107221109,1.263338446,0.789998846,0.694341365,0.671251629,78.54251012,78.6437247,78.6437247,79.55465587,59.37718521,60.20698336,60.54729383,60.76173605,63.79859153,64.89081853,65.85234113,66.28444906,218.2431911,0.052565085,0.03175989,0.382756132,1.550286056,7.9512175,1.684534926,7.085020243,6.983805668,6.983805668,6.072874494,13.50519789,12.69870868,12.37704536,12.16260314,14.80753055,14.39645078,13.96640443,13.61882143,199.77,336,716.6,1159,1171,1335,3046.390462,0,0,0.280671599,0.621634924,42.74518519,1408,5.851190476,451.841785,3.182456508,0.051825028,1,0,0.442967311,30.5929413,0.124770483,2,19,424,34462,3.99391352,16.48400115,8.640282211,10.11341258,0.554486916,73,502.0493893,2539,324.0651341,39.89574822,78.13765182,78.2388664,78.2388664,79.14979757,59.2699641,60.09976225,60.44007272,60.65451494,62.53525308,64.10081969,65.15799977,65.61319743,0,30.88392857,0,SC,NA,NA,NA,NA,NA,NA
X779.SA.RB,3,403SCSARB,403SCSARB,8/23/18,403SCSARB_8/23/18,1,Y,0.233300923,SC,Stressed,,NA,NA,NA,NA,34.42327,-118.53961,403SCSARB_2018-08-23,8/23/18,Stressed,0.279850746,0.279850746,0.186567164,0.186567164,0.098654355,0.1223314,0.134169922,0.126277574,0.006980747,0.007667378,0.008010693,0.007781816,24.90671642,26.67910448,29.01119403,29.47761194,34.39485419,39.48541889,42.87912868,46.35176197,5.323792216,5.936724679,6.271457214,6.442313854,786.4479105,0.054381599,0.031164128,0.379430114,1.593253992,5.869645722,0.961343127,10.44776119,8.955223881,9.888059701,9.514925373,15.75312734,15.64263447,15.95438223,15.70577325,6.693048549,6.805312692,6.834380064,6.816985416,171.113,252.3,407.8,716.6,1171,1703,2699.195329,0.043860945,1,0.18777166,-0.99353411,81.48023064,2054,5.938271605,436.5331476,3.152990941,0.043860945,1,0.191983122,0.041246022,19.2790745,0.154313989,3,24,526,40033.60156,4.642016425,5.662083691,5.773970759,1.761172239,0.17580468,351,612.0897382,2568,325.8691983,124.416236,24.62686567,26.39925373,28.82462687,29.29104478,34.29619983,39.36308749,42.74495876,46.22548439,5.316811469,5.929057302,6.263446521,6.434532038,0,34.03251029,0,SC,NA,NA,NA,NA,NA,NA
X782.WN.RD,3,WN_R-D,412M09382,9/6/18,WN_R-D_9/6/18,1,Y,0.446535698,SC,Stressed,,NA,NA,NA,NA,34.0326,-118.072,412M09382_2018-09-06,9/6/18,Stressed,16.08391608,15.9965035,15.9965035,15.9965035,3.436182517,3.428720666,3.346640301,3.33917845,1.205068988,1.191152958,1.175164328,1.173683899,51.66083916,52.0979021,52.36013986,52.70979021,82.5989628,83.16233257,83.52423236,83.58019625,55.6191153,56.00076982,56.2130633,56.29685557,303.9321229,0.052663407,0.03173908,0.382668321,1.602771159,2.300076797,14.05552801,13.98601399,13.54895105,13.28671329,12.93706294,11.86807447,12.02477335,11.70764467,11.65168078,11.02593711,10.78344289,10.60164624,10.53117783,51.4082,200,407.8,600,1159,1796,3262.125985,0,0,0.275561423,0.763659269,46.46588486,1858,5.66416309,576.5,1.22719813,0,0,0.177111717,0.569962933,15.2323689,0.137582666,2,41,288,35872.5,3.553368868,6.73418647,11.80652811,8.448534071,0.084691643,62,748.5501145,2515.300049,318.4822888,52.40631881,35.57692308,36.1013986,36.36363636,36.71328671,79.16278029,79.73361191,80.17759206,80.2410178,54.41404631,54.80961687,55.03789898,55.12317167,0,30.9195279,0,SC,NA,NA,NA,NA,NA,NA
X785.105PS0540,3,105PS0540,105PS0540,9/18/18,105PS0540_9/18/18,1,N,0.683696726,DM,Reference,,5.71,11.8,1.12,56.1,41.62029,-122.06964,105PS0540_2018-09-18,9/18/18,Intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.6202642,0.031140006,0.0081593,0.119611101,1.215209031,4.849677291,0,0,0,0,0,0,0,0,0,0,0,0,0,9.965,21.72,51.8,127.3,209.9,1126,4335.579811,0,0,0.124691524,-0.365877534,158.4295943,2600,12.47607656,963.4810127,2.70763761,0,0,12.7654321,0.20397485,9999,0.222819938,0,0,5,55259.69922,13.58445557,0.531511404,1.414096694,1.265205832,0.025997031,1474,5812.099235,1515.300049,249.962963,97.78423606,0,0,0,0,0,0,0,0,0,0,0,0,0,88.26315789,1.78,DM,1.06,0.005,0.01,0.0045,0.009,0.01
X787.312MZCDBC,3,312MZCDBC,312MZCDBC,5/22/18,312MZCDBC_5/22/18,1,N,0.683896602,CH,Reference,,0.133,0.54,NA,799,34.77044,-119.93702,312MZCDBC_2018-05-22,5/22/18,Reference,0,0,0,0,0,0,0,0,0,0,0,0,0.054141852,0.054141852,0.054141852,0.054141852,0.02528516,0.02528516,0.02528516,0.02528516,0.019255601,0.019255601,0.019255601,0.019255601,79.46423026,0.061995053,0.025732198,0.315837239,1.544387652,17.79483775,0,2.761234434,2.761234434,2.761234434,2.761234434,2.480755183,2.480755183,2.480755183,2.480755183,2.012776658,2.012776658,2.012776658,2.012776658,224.445,400,800,1159,1171,1452,3335.364773,0,0,0.287598822,-0.712294496,81.38955823,2000,7.218106996,788.5224719,6.585685531,0,0,0,0.048983081,9999,0.114227381,3,5,5,59434.60156,2.159677762,0.14271475,0.080490798,0.041451704,1.157229387,548,292.4719266,2292.300049,310.32,68.93970922,0.054141852,0.054141852,0.054141852,0.054141852,0.02528516,0.02528516,0.02528516,0.02528516,0.019255601,0.019255601,0.019255601,0.019255601,0,41.35802469,0.72,Coastal Chaparral,NA,NA,NA,NA,NA,NA
X788.403WE1027,3,403WE1027,403WE1027,5/8/18,403WE1027_5/8/18,1,N,0.147501554,SC,Intermediate,,NA,NA,NA,NA,34.72654,-119.02842,403WE1027_2018-05-08,5/8/18,Intermediate,0,0,0,0,0.198423947,0.209762458,0.209762458,0.198423947,0.041213805,0.04356888,0.04356888,0.041213805,0.530856005,0.530856005,0.530856005,0.530856005,0.547083168,0.56976019,0.56976019,0.561256307,0.312636153,0.317346302,0.317346302,0.315579996,152.8511077,0.061169952,0.027791064,0.34996992,1.500504543,3.81547195,0,3.848706038,3.848706038,3.848706038,3.848706038,4.118714213,4.107375702,4.107375702,4.104541074,3.324187794,3.321832719,3.321832719,3.32124395,32,177,336,665.1,1159.12,1249,2564.597457,0,0,0.234876809,-0.979367803,101.5337553,2686,6.411134904,676.6182336,1.491920569,0,0,0.137362637,0.033201286,9999,0.139433445,0,7,50,53788.89844,9.223173592,0,0.694985089,0.645682045,0.213541138,1437,609.9708322,1781.699951,284.8461538,109.5950016,0.530856005,0.530856005,0.530856005,0.530856005,0.348659221,0.359997732,0.359997732,0.36283236,0.271422347,0.273777422,0.273777422,0.274366191,0,36.03426124,0.42,SC,NA,NA,NA,NA,NA,NA
X789.405BRCASG,3,405BRCASG,SGUT501,6/21/18,405BRCASG_6/21/18,1,N,0.237579881,SC,Intermediate,,NA,NA,NA,NA,34.24092,-117.88449,SGUT501_2018-06-21,6/21/18,Intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0.136487716,0.136487716,0.136487716,0.136487716,0.010330579,0.010330579,0.010330579,0.010330579,0.115926744,0.115926744,0.115926744,0.115926744,215.0577401,0.052481712,0.031764386,0.382639605,1.520154337,4.224816907,0,1.86533212,1.86533212,1.86533212,1.86533212,0.952995868,0.952995868,0.952995868,0.952995868,1.3429925,1.3429925,1.3429925,1.3429925,51.1017,198.75,292,407.8,574,1979,3798.07952,0,0,0.152026869,-1.932935063,85.10670732,2501,7.263157895,957.7572016,1.847603095,0,0,0.611764706,0.007364496,7.48393381,0.164276058,2,8,12,63236.60156,6.091723752,0.622776394,0.250708484,0.073503809,0.035017183,522,1080.551759,2287.800049,307.0705882,155.9953113,0.136487716,0.136487716,0.136487716,0.136487716,0.010330579,0.010330579,0.010330579,0.010330579,0.115926744,0.115926744,0.115926744,0.115926744,0,43.33984962,0.8,SC,NA,NA,NA,NA,NA,NA
X791.526ESCAMC,3,526ESCAMC,526ESCAMC,8/21/18,526ESCAMC_8/21/18,1,N,0.683797026,DM,Reference,,4.94,16.6,1.13,102.7,41.1753,-120.2058,526ESCAMC_2018-08-21,8/21/18,Intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.80483223,0.045588914,0.01466981,0.179898209,1.283450916,6.740847111,0,0,0,0,0,0,0,0,0,0,0,0,0,20,34.2,80,127,178.004,677,3422.80709,0,0,0.181730786,-0.330049336,174.6694915,2726,12.88135593,738.5617978,4.00779295,0,0,11.68085106,0.007989,9999,0.283811986,0,1,1,63118.80078,4.303478481,1.260716585,1.046147416,0.799566374,0.019685,2049,6166.93175,1215.599976,230,140.0880127,0,0,0,0,0,0,0,0,0,0,0,0,0,97.04237288,1.96,DM,1.77,0.005,0.01,0.011,0.009,0.01
X796.309SLCAAS,3,309SLCAAS,309SLCAAS,5/21/18,309SLCAAS_5/21/18,1,N,0.20778683,CH,Reference,,0.152,0.54,NA,261.1,36.21961,-121.48223,309SLCAAS_2018-05-21,5/21/18,Intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001945412,0.001945412,0.001945412,0.001945412,46.26270838,0.041555801,0.025504792,0.227572451,1.601999998,3.831034093,0,5.467372134,5.467372134,5.467372134,5.467372134,2.203889926,2.203889926,2.203889926,2.203889926,0.992159991,0.992159991,0.992159991,0.992159991,31.99,166,238.4,322,408.332,1469,4171.422222,0,0,0.173999995,-1.413082375,104.5448276,1790,11.41549296,859.1262136,2.167593172,0,0,0.267857143,0.01363516,9999,0.16141371,0,0,0,57907.5,6.339000225,0,0.054199234,0.156067411,0.033952857,321,721.4063812,2241.100098,296.3214286,138.5809542,0,0,0,0,0,0,0,0,0.001945412,0.001945412,0.001945412,0.001945412,0,65.03521127,0.48,Coastal Chaparral,NA,NA,NA,NA,NA,NA
X798.111GCABPC,3,111GCABPC,111GCABPC,7/24/18,111GCABPC_7/24/18,1,Y,0.889041864,NC,Reference,cal,2.86,8.48,1.41,151.3,39.50481966,-123.1634749,111GCABPC_2018-07-24,7/24/18,Reference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.25740428,0.033624784,0.03686959,0.212534879,1.497122178,3.481552457,0,0,0,0,0,1.243357581,1.243357581,1.243357581,1.243357581,1.38026225,1.38026225,1.38026225,1.38026225,58.866,135.2,174.3,505.3,505.397,1319,4444.08825,0,0,0.177171445,-0.323026281,114.1052632,1782,13.64285714,1552.261905,3.951865991,0,0,2.25,0.015670217,9999,0.060925465,0,0,0,115283,2.873525649,0,0.224650712,0.224548955,0.112485305,463,1857.098165,2081.300049,304.7,80.22525809,0,0,0,0,0,0,0,0,0,0,0,0,1,90.57142857,0,NC,0.97,0.005,0.01,0.0045,0.009,0.01
X800.636SAG001,3,636SAG001,636SAG001,8/20/18,636SAG001_8/20/18,1,Y,0.074461754,SN,Reference,cal,12.6,46.3,1.23,125.4,39.43709,-120.22934,636SAG001_2018-08-20,8/20/18,Reference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.31979843,0.053150662,0.016571844,0.204969666,1.301103889,3.432855447,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4123,54.2,127.9,156.4,240.1,742,4664.863451,0,0,0.208117612,-0.934713166,186.7010309,2655,10.97979798,943.1666667,1.995947522,0,0,11.63888889,0.345469918,9999,0.191192488,0,0,0,79624.89844,3.642592324,0,0.651135978,0.611418239,0.01763592,1913,3979.366623,1383.5,239.4722222,50.06120502,0,0,0,0,0,0,0,0,0,0,0,0,1,80.03030303,0.14,Central Lahontan,0.04,0.005,0.01,0.029,0.009,0.01
X801.201PNG050,3,201PNG050,201PNG050,5/30/18,201PNG050_5/30/18,1,Y,0.645742184,CH,Reference,cal,0.112,0.54,NA,213.9,37.95451,-122.718,201PNG050_2018-05-30,5/30/18,Reference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.721414209,0.044170175,0.048204473,0.28338142,1.496838208,16.04695704,0,0.929839391,0.929839391,0.929839391,0.929839391,0.254044658,0.254044658,0.254044658,0.254044658,0.254044658,0.254044658,0.254044658,0.254044658,36.257,226.94,400,886,1171,365,5444.264023,0,0,0.254608682,-0.617439986,36.73913043,418,9.727272727,1010.0625,5.819456638,0,0,0,0.08923536,9999,0.112207664,0,0,0,91877,2,0.206360382,0.127706355,0.127706355,1.165331013,53,879.6499939,1969.900024,247.5,63.17463551,0,0,0,0,0,0,0,0,0,0,0,0,0,61.72727273,0,Coastal Chaparral,NA,NA,NA,NA,NA,NA
X802.305UVCASC,3,305UVCASC,305UVCASC,6/13/18,305UVCASC_6/13/18,1,Y,0.335175832,CH,Reference,cal,0.097,NA,NA,347.5,37.0866,-121.79451,305UVCASC_2018-06-13,6/13/18,Reference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028118849,0.028118849,0.028118849,0.028118849,0.027741816,0.027741816,0.027741816,0.027741816,9.73260204,0.043254076,0.034003121,0.247907098,1.523712808,11.74144035,0,0,0,0,0,2.511950511,2.511950511,2.511950511,2.511950511,2.644719808,2.644719808,2.644719808,2.644719808,92.95,213.98,322,957.44,1171,842,4851.940404,0,0,0.281833455,-0.815035106,62.36666667,1153,12.51851852,1168.2,10.0609831,0,0,2.181818182,0.035867779,9999,0.109017287,0,1,1,100230,3.385487859,1.692074201,1.56730997,1.668466258,0.965414779,311,1056.220007,2126.100098,288.4545455,74.73550185,0,0,0,0,0.028118849,0.028118849,0.028118849,0.028118849,0.027741816,0.027741816,0.027741816,0.027741816,0,75.2962963,0.5,Coastal Chaparral,NA,NA,NA,NA,NA,NA
X804.526PS0072,3,526PS0072,526PS0072,8/22/18,526PS0072_8/22/18,1,Y,0.915030047,DM,Reference,val,3.82,11.1,5.04,161.4,41.13422,-120.80025,526PS0072_2018-08-22,8/22/18,Reference,0,0,0,0,0,0,0,0,0.007881133,0.008127418,0.007634847,0.007634847,0,0,0,0,0,0,0,0,0.025859967,0.026106252,0.025613682,0.025613682,365.4355593,0.039970902,0.014006598,0.166170576,1.446088621,5.920327022,2.033812203,0,0,0,0,0.180125172,0.180125172,0.180125172,0.180125172,0.406863482,0.406863482,0.406863482,0.406863482,34.198,74,167,239.7,382.12,674,3045.582059,0,0,0.169575088,-0.313016217,174.4920495,2162,9.447204969,425.7563025,3.439554269,0,0,10.59325843,0.071517687,9999,0.259575558,0,0,6,41316.89844,2.538894838,0.913444047,0.673327431,0.816824378,0.02546399,1488,4569.352577,1539.800049,270.9595506,111.8070739,0,0,0,0,0,0,0,0,0.017978834,0.017978834,0.017978834,0.017978834,0,77.18189885,0.7,DM,1.68,0.005,0.01,0.045,0.009,0.01
X805.402SNPMCR,3,402SNPMCR,402SNPMCR,5/9/18,402SNPMCR_5/9/18,1,Y,0.82831809,SC,Intermediate,,NA,NA,NA,NA,34.50509,-119.37741,402SNPMCR_2018-05-09,5/9/18,Intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0.377180575,0.377180575,0.377180575,0.377180575,0.057460257,0.057460257,0.057460257,0.057460257,0.024039207,0.024039207,0.024039207,0.024039207,116.058931,0.061710454,0.027830745,0.347745797,1.539856828,3.250529051,0,7.732201792,7.732201792,7.732201792,7.732201792,1.854050948,1.854050948,1.854050948,1.854050948,1.44235243,1.44235243,1.44235243,1.44235243,165.978,310,790.6,979.4,1171,1362,4110.849812,0,0,0.271853675,-0.743289471,80.6,1830,6.525423729,865.6052632,1.676987052,0,0,0.044117647,0.039742999,9999,0.131926998,0,0,0,69390.29688,1.733384005,0,0.019833989,0.008030781,0.998640001,468,422.0538851,2270.5,309.4191176,69.52515411,0.377180575,0.377180575,0.377180575,0.377180575,0.057460257,0.057460257,0.057460257,0.057460257,0.024039207,0.024039207,0.024039207,0.024039207,0,35.9039548,0.87,SC,NA,NA,NA,NA,NA,NA
X806.801S01671,3,801S01671,801S01671,6/6/18,801S01671_6/6/18,1,Y,0.394524402,SC,Reference,cal,0.101,0.54,NA,326.5,34.16963,-116.82558,801S01671_2018-06-06,6/6/18,Intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0.84222347,0.84222347,0.84222347,0.84222347,0.222075799,0.222075799,0.222075799,0.222075799,0.299550177,0.299550177,0.299550177,0.299550177,90.43361637,0.086345628,0.029971293,0.427858128,1.563085542,5.527449634,0,6.120157215,6.120157215,6.120157215,6.120157215,2.357420016,2.357420016,2.357420016,2.357420016,3.509016361,3.509016361,3.509016361,3.514987461,10.99,39.959,127,300,461,1218,2844.820853,0,0,0.113397338,-1.156507016,121.7957746,3138,8.604316547,851.1747573,1.966091856,0,0,1.758928571,0.106375286,9999,0.141754605,1,7,18,45506.19922,9.609986693,0.325330955,0.158130132,0.336208353,0.042038315,1920,3515.945455,1681.300049,239.5178571,134.7491765,0.84222347,0.84222347,0.84222347,0.84222347,0.222075799,0.222075799,0.222075799,0.222075799,0.299550177,0.299550177,0.299550177,0.299550177,0,53.46402878,0.97,SC,NA,NA,NA,NA,NA,NA
X808.111BVCMFE,3,111BVCMFE,111BVCMFE,7/17/18,111BVCMFE_7/17/18,1,N,0.296330515,NC,Intermediate,,1.64,5.3,1.05,160.7,39.93603,-122.98827,111BVCMFE_2018-07-17,7/17/18,Intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016963528,0.016963528,0.016963528,0.016963528,0.067912569,0.067912569,0.067912569,0.067912569,35.78130667,0.034687908,0.03274462,0.205795194,1.477330593,3.330943194,0,5.082742317,5.082742317,5.082742317,5.082742317,7.179813401,7.179813401,7.179813401,7.179813401,6.992479312,6.992479312,6.992479312,6.992479312,24.356,84.3,143.1,192.7,300,1332,4052.344364,0,0,0.142940044,-0.659129551,127.4311927,2239,16.34234234,1741.52439,3.03865472,0,0,2.76744186,0.057872634,9999,0.116710995,0,0,1,133485,3.331906683,0,0.090153833,0.255095457,0.05678744,907,2377.832333,1853.699951,253.3023256,100.839213,0,0,0,0,0.016963528,0.016963528,0.016963528,0.016963528,0.067912569,0.067912569,0.067912569,0.067912569,1,107.4234234,0.07,NC,0.34,0.005,0.01,0.029,0.009,0.01
